Transaction ID,Transaction Date,Store ID,Region,City,State,Product ID,Product Name,Category,Type,Cost per Unit,Price per Unit,Quantity Sold,Total Cost,Total Revenue,Profit
19376,12/1/2021,S014,Southern,Seremban,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,2,52,70,18
19377,12/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,5,130,175,45
19378,12/1/2021,S011,Southern,Iskandar Puteri,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,6,156,210,54
19379,12/1/2021,S001,Northern,Alor Setar,Kedah,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
19380,12/1/2021,S003,Northern,Ipoh,Perak,P004,Arabica Ground Coffee,Coffee,Ground,30,40,13,390,520,130
19381,12/1/2021,S003,Northern,Ipoh,Perak,P004,Arabica Ground Coffee,Coffee,Ground,30,40,6,180,240,60
19382,12/1/2021,S003,Northern,Ipoh,Perak,P004,Arabica Ground Coffee,Coffee,Ground,30,40,6,180,240,60
19383,12/1/2021,S009,Central,Putrajaya,WP Putrajaya,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
19384,12/1/2021,S009,Central,Putrajaya,WP Putrajaya,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
19385,12/1/2021,S008,Central,Petaling Jaya,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
19386,12/1/2021,S012,Southern,Senai,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,15,450,600,150
19387,12/1/2021,S013,Southern,Melaka,Melaka,P006,Instant Coffee,Coffee,Instant,18,25,1,18,25,7
19388,12/1/2021,S013,Southern,Melaka,Melaka,P006,Instant Coffee,Coffee,Instant,18,25,1,18,25,7
19389,12/1/2021,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,9,162,225,63
19390,12/1/2021,S006,Central,Shah Alam,Selangor,P006,Instant Coffee,Coffee,Instant,18,25,14,252,350,98
19391,12/1/2021,S009,Central,Putrajaya,WP Putrajaya,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
19392,12/1/2021,S017,East Coast,Kota Bharu,Kelantan,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
19393,12/1/2021,S006,Central,Shah Alam,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,2,64,90,26
19394,12/1/2021,S006,Central,Shah Alam,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
19395,12/1/2021,S014,Southern,Seremban,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,2,64,90,26
19396,12/1/2021,S013,Southern,Melaka,Melaka,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
19397,12/1/2021,S014,Southern,Seremban,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
19398,12/1/2021,S004,Northern,Taiping,Perak,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
19399,12/1/2021,S002,Northern,George Town,Penang,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
19400,12/1/2021,S007,Central,Cyberjaya,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
19401,12/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P010,English Breakfast Tea,Tea,Black Tea,18,25,10,180,250,70
19402,12/1/2021,S008,Central,Petaling Jaya,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,2,36,50,14
19403,12/1/2021,S010,Southern,Johor Bahru,Johor,P010,English Breakfast Tea,Tea,Black Tea,18,25,8,144,200,56
19404,12/1/2021,S013,Southern,Melaka,Melaka,P010,English Breakfast Tea,Tea,Black Tea,18,25,8,144,200,56
19405,12/1/2021,S002,Northern,George Town,Penang,P011,Earl Grey Tea,Tea,Black Tea,20,28,18,360,504,144
19406,12/1/2021,S001,Northern,Alor Setar,Kedah,P011,Earl Grey Tea,Tea,Black Tea,20,28,1,20,28,8
19407,12/1/2021,S019,East Coast,Kuantan,Pahang,P011,Earl Grey Tea,Tea,Black Tea,20,28,5,100,140,40
19408,12/1/2021,S009,Central,Putrajaya,WP Putrajaya,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
19409,12/1/2021,S017,East Coast,Kota Bharu,Kelantan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,3,30,45,15
19410,12/1/2021,S013,Southern,Melaka,Melaka,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,10,100,150,50
19411,12/1/2021,S010,Southern,Johor Bahru,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
19412,12/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
19413,12/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,6,72,108,36
19414,12/1/2021,S006,Central,Shah Alam,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,6,72,108,36
19415,12/1/2021,S006,Central,Shah Alam,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
19416,12/1/2021,S014,Southern,Seremban,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
19417,13/1/2021,S012,Southern,Senai,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,14,588,770,182
19418,13/1/2021,S010,Southern,Johor Bahru,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,9,378,495,117
19419,13/1/2021,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
19420,13/1/2021,S019,East Coast,Kuantan,Pahang,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
19421,13/1/2021,S007,Central,Cyberjaya,Selangor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
19422,13/1/2021,S004,Northern,Taiping,Perak,P001,Arabica Coffee Beans,Coffee,Beans,45,60,9,405,540,135
19423,13/1/2021,S002,Northern,George Town,Penang,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
19424,13/1/2021,S009,Central,Putrajaya,WP Putrajaya,P001,Arabica Coffee Beans,Coffee,Beans,45,60,6,270,360,90
19425,13/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P001,Arabica Coffee Beans,Coffee,Beans,45,60,15,675,900,225
19426,13/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,14,630,840,210
19427,13/1/2021,S014,Southern,Seremban,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,5,190,250,60
19428,13/1/2021,S001,Northern,Alor Setar,Kedah,P005,Robusta Ground Coffee,Coffee,Ground,26,35,19,494,665,171
19429,13/1/2021,S002,Northern,George Town,Penang,P005,Robusta Ground Coffee,Coffee,Ground,26,35,6,156,210,54
19430,13/1/2021,S007,Central,Cyberjaya,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,1,26,35,9
19431,13/1/2021,S008,Central,Petaling Jaya,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,5,130,175,45
19432,13/1/2021,S011,Southern,Iskandar Puteri,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,16,416,560,144
19433,13/1/2021,S017,East Coast,Kota Bharu,Kelantan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
19434,13/1/2021,S017,East Coast,Kota Bharu,Kelantan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
19435,13/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
19436,13/1/2021,S013,Southern,Melaka,Melaka,P006,Instant Coffee,Coffee,Instant,18,25,5,90,125,35
19437,13/1/2021,S006,Central,Shah Alam,Selangor,P006,Instant Coffee,Coffee,Instant,18,25,14,252,350,98
19438,13/1/2021,S017,East Coast,Kota Bharu,Kelantan,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
19439,13/1/2021,S019,East Coast,Kuantan,Pahang,P013,Oolong Tea,Tea,Oolong Tea,32,45,12,384,540,156
19440,13/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
19441,13/1/2021,S012,Southern,Senai,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
19442,13/1/2021,S013,Southern,Melaka,Melaka,P013,Oolong Tea,Tea,Oolong Tea,32,45,14,448,630,182
19443,13/1/2021,S013,Southern,Melaka,Melaka,P013,Oolong Tea,Tea,Oolong Tea,32,45,16,512,720,208
19444,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,13,455,650,195
19445,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
19446,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
19447,13/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
19448,13/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
19449,13/1/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,14,252,350,98
19450,13/1/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,16,288,400,112
19451,13/1/2021,S003,Northern,Ipoh,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,11,198,275,77
19452,13/1/2021,S019,East Coast,Kuantan,Pahang,P010,English Breakfast Tea,Tea,Black Tea,18,25,6,108,150,42
19453,13/1/2021,S007,Central,Cyberjaya,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
19454,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P010,English Breakfast Tea,Tea,Black Tea,18,25,9,162,225,63
19455,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P010,English Breakfast Tea,Tea,Black Tea,18,25,20,360,500,140
19456,13/1/2021,S014,Southern,Seremban,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,12,240,336,96
19457,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,6,60,90,30
19458,13/1/2021,S014,Southern,Seremban,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
19459,13/1/2021,S014,Southern,Seremban,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
19460,13/1/2021,S012,Southern,Senai,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,18,216,324,108
19461,13/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
19462,13/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,8,96,144,48
19463,13/1/2021,S007,Central,Cyberjaya,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
19464,13/1/2021,S003,Northern,Ipoh,Perak,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,1,8,12,4
19465,13/1/2021,S017,East Coast,Kota Bharu,Kelantan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
19466,13/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,2,16,24,8
19467,13/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,7,56,84,28
19468,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,13,104,156,52
19469,13/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,19,152,228,76
19470,14/1/2021,S010,Southern,Johor Bahru,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,15,630,825,195
19471,14/1/2021,S014,Southern,Seremban,Negeri Sembilan,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
19472,14/1/2021,S003,Northern,Ipoh,Perak,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
19473,14/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
19474,14/1/2021,S006,Central,Shah Alam,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,9,378,495,117
19475,14/1/2021,S003,Northern,Ipoh,Perak,P001,Arabica Coffee Beans,Coffee,Beans,45,60,6,270,360,90
19476,14/1/2021,S003,Northern,Ipoh,Perak,P001,Arabica Coffee Beans,Coffee,Beans,45,60,18,810,1080,270
19477,14/1/2021,S002,Northern,George Town,Penang,P001,Arabica Coffee Beans,Coffee,Beans,45,60,16,720,960,240
19478,14/1/2021,S011,Southern,Iskandar Puteri,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,6,270,360,90
19479,14/1/2021,S011,Southern,Iskandar Puteri,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,10,450,600,150
19480,14/1/2021,S010,Southern,Johor Bahru,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,12,540,720,180
19481,14/1/2021,S014,Southern,Seremban,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,15,675,900,225
19482,14/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,1,45,60,15
19483,14/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,20,900,1200,300
19484,14/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,6,228,300,72
19485,14/1/2021,S012,Southern,Senai,Johor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,1,38,50,12
19486,14/1/2021,S002,Northern,George Town,Penang,P002,Robusta Coffee Beans,Coffee,Beans,38,50,11,418,550,132
19487,14/1/2021,S006,Central,Shah Alam,Selangor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
19488,14/1/2021,S007,Central,Cyberjaya,Selangor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
19489,14/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P005,Robusta Ground Coffee,Coffee,Ground,26,35,11,286,385,99
19490,14/1/2021,S008,Central,Petaling Jaya,Selangor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,2,52,70,18
19491,14/1/2021,S014,Southern,Seremban,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,5,130,175,45
19492,14/1/2021,S010,Southern,Johor Bahru,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,2,52,70,18
19493,14/1/2021,S013,Southern,Melaka,Melaka,P005,Robusta Ground Coffee,Coffee,Ground,26,35,6,156,210,54
19494,14/1/2021,S006,Central,Shah Alam,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,6,180,240,60
19495,14/1/2021,S008,Central,Petaling Jaya,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,8,240,320,80
19496,14/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P006,Instant Coffee,Coffee,Instant,18,25,18,324,450,126
19497,14/1/2021,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,2,36,50,14
19498,14/1/2021,S009,Central,Putrajaya,WP Putrajaya,P006,Instant Coffee,Coffee,Instant,18,25,6,108,150,42
19499,14/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P006,Instant Coffee,Coffee,Instant,18,25,17,306,425,119
19500,14/1/2021,S002,Northern,George Town,Penang,P006,Instant Coffee,Coffee,Instant,18,25,6,108,150,42
19501,14/1/2021,S007,Central,Cyberjaya,Selangor,P006,Instant Coffee,Coffee,Instant,18,25,6,108,150,42
19502,14/1/2021,S007,Central,Cyberjaya,Selangor,P006,Instant Coffee,Coffee,Instant,18,25,12,216,300,84
19503,14/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P013,Oolong Tea,Tea,Oolong Tea,32,45,10,320,450,130
19504,14/1/2021,S017,East Coast,Kota Bharu,Kelantan,P013,Oolong Tea,Tea,Oolong Tea,32,45,18,576,810,234
19505,14/1/2021,S002,Northern,George Town,Penang,P013,Oolong Tea,Tea,Oolong Tea,32,45,13,416,585,169
19506,14/1/2021,S010,Southern,Johor Bahru,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,1,32,45,13
19507,14/1/2021,S010,Southern,Johor Bahru,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
19508,14/1/2021,S010,Southern,Johor Bahru,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,6,192,270,78
19509,14/1/2021,S013,Southern,Melaka,Melaka,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
19510,14/1/2021,S013,Southern,Melaka,Melaka,P012,Matcha Green Tea,Tea,Green Tea,35,50,11,385,550,165
19511,14/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,6,210,300,90
19512,14/1/2021,S010,Southern,Johor Bahru,Johor,P012,Matcha Green Tea,Tea,Green Tea,35,50,14,490,700,210
19513,14/1/2021,S007,Central,Cyberjaya,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
19514,14/1/2021,S007,Central,Cyberjaya,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,16,560,800,240
19515,14/1/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,2,36,50,14
19516,14/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P010,English Breakfast Tea,Tea,Black Tea,18,25,16,288,400,112
19517,14/1/2021,S006,Central,Shah Alam,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,18,324,450,126
19518,14/1/2021,S011,Southern,Iskandar Puteri,Johor,P010,English Breakfast Tea,Tea,Black Tea,18,25,2,36,50,14
19519,14/1/2021,S013,Southern,Melaka,Melaka,P011,Earl Grey Tea,Tea,Black Tea,20,28,12,240,336,96
19520,14/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,5,100,140,40
19521,14/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,20,400,560,160
19522,14/1/2021,S014,Southern,Seremban,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,2,40,56,16
19523,14/1/2021,S014,Southern,Seremban,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
19524,14/1/2021,S006,Central,Shah Alam,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,1,20,28,8
19525,14/1/2021,S006,Central,Shah Alam,Selangor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
19526,14/1/2021,S003,Northern,Ipoh,Perak,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
19527,14/1/2021,S012,Southern,Senai,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
19528,14/1/2021,S012,Southern,Senai,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,2,24,36,12
19529,14/1/2021,S019,East Coast,Kuantan,Pahang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,13,156,234,78
19530,14/1/2021,S008,Central,Petaling Jaya,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,6,72,108,36
19531,14/1/2021,S009,Central,Putrajaya,WP Putrajaya,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
19532,14/1/2021,S006,Central,Shah Alam,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,12,96,144,48
19533,14/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
19534,14/1/2021,S010,Southern,Johor Bahru,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
19535,15/1/2021,S011,Southern,Iskandar Puteri,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
19536,15/1/2021,S001,Northern,Alor Setar,Kedah,P003,Dark Roast Beans,Coffee,Beans,42,55,3,126,165,39
19537,15/1/2021,S001,Northern,Alor Setar,Kedah,P003,Dark Roast Beans,Coffee,Beans,42,55,6,252,330,78
19538,15/1/2021,S003,Northern,Ipoh,Perak,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
19539,15/1/2021,S003,Northern,Ipoh,Perak,P003,Dark Roast Beans,Coffee,Beans,42,55,6,252,330,78
19540,15/1/2021,S017,East Coast,Kota Bharu,Kelantan,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
19541,15/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P003,Dark Roast Beans,Coffee,Beans,42,55,18,756,990,234
19542,15/1/2021,S002,Northern,George Town,Penang,P001,Arabica Coffee Beans,Coffee,Beans,45,60,2,90,120,30
19543,15/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
19544,15/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,6,270,360,90
19545,15/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
19546,15/1/2021,S014,Southern,Seremban,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
19547,15/1/2021,S016,Southern,Sendayan,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,18,684,900,216
19548,15/1/2021,S013,Southern,Melaka,Melaka,P002,Robusta Coffee Beans,Coffee,Beans,38,50,16,608,800,192
19549,15/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
19550,15/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P002,Robusta Coffee Beans,Coffee,Beans,38,50,20,760,1000,240
19551,15/1/2021,S007,Central,Cyberjaya,Selangor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,11,418,550,132
19552,15/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,1,26,35,9
19553,15/1/2021,S002,Northern,George Town,Penang,P004,Arabica Ground Coffee,Coffee,Ground,30,40,10,300,400,100
19554,15/1/2021,S017,East Coast,Kota Bharu,Kelantan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,8,240,320,80
19555,15/1/2021,S006,Central,Shah Alam,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,13,390,520,130
19556,15/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
19557,15/1/2021,S014,Southern,Seremban,Negeri Sembilan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,5,150,200,50
19558,15/1/2021,S011,Southern,Iskandar Puteri,Johor,P006,Instant Coffee,Coffee,Instant,18,25,5,90,125,35
19559,15/1/2021,S002,Northern,George Town,Penang,P006,Instant Coffee,Coffee,Instant,18,25,3,54,75,21
19560,15/1/2021,S004,Northern,Taiping,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
19561,15/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,1,32,45,13
19562,15/1/2021,S015,Southern,Seremban 2,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,1,32,45,13
19563,15/1/2021,S013,Southern,Melaka,Melaka,P012,Matcha Green Tea,Tea,Green Tea,35,50,18,630,900,270
19564,15/1/2021,S014,Southern,Seremban,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,17,595,850,255
19565,15/1/2021,S009,Central,Putrajaya,WP Putrajaya,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
19566,15/1/2021,S007,Central,Cyberjaya,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
19567,15/1/2021,S008,Central,Petaling Jaya,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
19568,15/1/2021,S004,Northern,Taiping,Perak,P010,English Breakfast Tea,Tea,Black Tea,18,25,16,288,400,112
19569,15/1/2021,S009,Central,Putrajaya,WP Putrajaya,P010,English Breakfast Tea,Tea,Black Tea,18,25,6,108,150,42
19570,15/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P010,English Breakfast Tea,Tea,Black Tea,18,25,16,288,400,112
19571,15/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P010,English Breakfast Tea,Tea,Black Tea,18,25,14,252,350,98
19572,15/1/2021,S013,Southern,Melaka,Melaka,P011,Earl Grey Tea,Tea,Black Tea,20,28,5,100,140,40
19573,15/1/2021,S004,Northern,Taiping,Perak,P011,Earl Grey Tea,Tea,Black Tea,20,28,9,180,252,72
19574,15/1/2021,S001,Northern,Alor Setar,Kedah,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
19575,15/1/2021,S019,East Coast,Kuantan,Pahang,P011,Earl Grey Tea,Tea,Black Tea,20,28,2,40,56,16
19576,15/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P011,Earl Grey Tea,Tea,Black Tea,20,28,3,60,84,24
19577,15/1/2021,S006,Central,Shah Alam,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,13,260,364,104
19578,15/1/2021,S003,Northern,Ipoh,Perak,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
19579,15/1/2021,S019,East Coast,Kuantan,Pahang,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
19580,15/1/2021,S018,East Coast,Kuala Terengganu,Terengganu,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,1,10,15,5
19581,15/1/2021,S012,Southern,Senai,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,6,72,108,36
19582,15/1/2021,S004,Northern,Taiping,Perak,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
19583,15/1/2021,S004,Northern,Taiping,Perak,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,8,96,144,48
19584,15/1/2021,S004,Northern,Taiping,Perak,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,10,80,120,40
19585,15/1/2021,S002,Northern,George Town,Penang,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,9,72,108,36
19586,15/1/2021,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,14,112,168,56
